"date","team","opponent","team_score","opponent_score","tournament","type"
"2022-11-28","Uruguay","Portugal",0,2,"FIFA World Cup",0.5
"2022-11-29","Senegal","Ecuador",2,1,"FIFA World Cup",0.5
"2022-11-29","Netherlands","Qatar",2,0,"FIFA World Cup",0
"2022-11-29","England","Wales",3,0,"FIFA World Cup",0.5
"2022-11-29","United States","Iran",1,0,"FIFA World Cup",0.5
"2022-11-30","Argentina","Poland",2,0,"FIFA World Cup",0.5
"2022-11-30","Mexico","Saudi Arabia",2,1,"FIFA World Cup",0.5
"2022-11-30","Denmark","Australia",0,1,"FIFA World Cup",0.5
"2022-11-30","France","Tunisia",0,1,"FIFA World Cup",0.5
"2022-12-01","Spain","Japan",1,2,"FIFA World Cup",0.5
"2022-12-01","Germany","Costa Rica",4,2,"FIFA World Cup",0.5
"2022-12-01","Belgium","Croatia",0,0,"FIFA World Cup",0.5
"2022-12-01","Morocco","Canada",2,1,"FIFA World Cup",0.5
"2022-12-02","Switzerland","Serbia",3,2,"FIFA World Cup",0.5
"2022-12-02","Brazil","Cameroon",0,1,"FIFA World Cup",0.5
"2022-12-02","Uruguay","Ghana",2,0,"FIFA World Cup",0.5
"2022-12-02","Portugal","South Korea",1,2,"FIFA World Cup",0.5
"2022-12-03","United States","Netherlands",1,3,"FIFA World Cup",0.5
"2022-12-03","Australia","Argentina",1,2,"FIFA World Cup",0.5
"2022-12-04","Poland","France",1,3,"FIFA World Cup",0.5
"2022-12-04","Senegal","England",0,3,"FIFA World Cup",0.5
"2022-12-05","Croatia","Japan",1,1,"FIFA World Cup",0.5
"2022-12-05","South Korea","Brazil",1,4,"FIFA World Cup",0.5
"2022-12-06","Spain","Morocco",0,0,"FIFA World Cup",0.5
"2022-12-06","Switzerland","Portugal",1,6,"FIFA World Cup",0.5
"2022-12-09","Brazil","Croatia",1,1,"FIFA World Cup",0.5
"2022-12-09","Argentina","Netherlands",2,2,"FIFA World Cup",0.5
"2022-12-09","Cambodia","Malaysia",0,4,"Friendly",0
"2022-12-10","Portugal","Morocco",0,1,"FIFA World Cup",0.5
"2022-12-10","France","England",2,1,"FIFA World Cup",0.5
"2022-12-11","Myanmar","Thailand",0,6,"Friendly",0
"2022-12-13","Croatia","Argentina",0,3,"FIFA World Cup",0.5
"2022-12-14","Morocco","France",0,2,"FIFA World Cup",0.5
"2022-12-14","Maldives","Malaysia",0,3,"Friendly",0
"2022-12-14","Taiwan","Thailand",1,0,"Friendly",0
"2022-12-14","Philippines","Vietnam",0,1,"Friendly",0
"2022-12-17","Morocco","Croatia",1,2,"FIFA World Cup",0.5
"2022-12-17","Maldives","Singapore",1,3,"Friendly",0
"2022-12-18","France","Argentina",3,3,"FIFA World Cup",0.5
"2022-12-20","Philippines","Cambodia",2,3,"AFF Championship",0
"2022-12-20","Thailand","Brunei",5,0,"AFF Championship",0.5
"2022-12-21","Malaysia","Myanmar",1,0,"AFF Championship",0
"2022-12-21","Vietnam","Laos",6,0,"AFF Championship",0
"2022-12-23","Syria","Oman",1,2,"Friendly",0.5
"2022-12-23","Brunei","Philippines",1,5,"AFF Championship",0
"2022-12-23","Cambodia","Indonesia",1,2,"AFF Championship",0
"2022-12-24","Myanmar","Singapore",2,3,"AFF Championship",0
"2022-12-24","Laos","Malaysia",0,5,"AFF Championship",0
"2022-12-26","Indonesia","Brunei",7,0,"AFF Championship",0.5
"2022-12-26","Philippines","Thailand",0,4,"AFF Championship",0
"2022-12-27","Singapore","Laos",2,0,"AFF Championship",0
"2022-12-27","Malaysia","Vietnam",0,3,"AFF Championship",0
"2022-12-29","Brunei","Cambodia",1,5,"AFF Championship",0
"2022-12-29","Thailand","Indonesia",1,1,"AFF Championship",0
"2022-12-30","Kuwait","Iraq",0,1,"Friendly",0
"2022-12-30","Syria","Oman",0,1,"Friendly",0.5
"2022-12-30","Lebanon","United Arab Emirates",0,1,"Friendly",0
"2022-12-30","Laos","Myanmar",2,2,"AFF Championship",0
"2022-12-30","Vietnam","Singapore",0,0,"AFF Championship",0
"2023-01-02","Cambodia","Thailand",1,3,"AFF Championship",0
"2023-01-02","Indonesia","Philippines",2,1,"AFF Championship",0
"2023-01-03","Myanmar","Vietnam",0,3,"AFF Championship",0
"2023-01-03","Singapore","Malaysia",1,4,"AFF Championship",0
"2023-01-06","Oman","Iraq",0,0,"Gulf Cup",0
"2023-01-06","Saudi Arabia","Yemen",2,0,"Gulf Cup",0.5
"2023-01-06","Vietnam","Indonesia",0,0,"AFF Championship",0
"2023-01-07","United Arab Emirates","Bahrain",1,2,"Gulf Cup",0.5
"2023-01-07","Qatar","Kuwait",2,0,"Gulf Cup",0.5
"2023-01-07","Thailand","Malaysia",0,1,"AFF Championship",0
"2023-01-08","Estonia","Iceland",1,1,"Friendly",0.5
"2023-01-09","Finland","Sweden",0,2,"Friendly",0.5
"2023-01-09","Yemen","Oman",2,3,"Gulf Cup",0.5
"2023-01-09","Saudi Arabia","Iraq",0,2,"Gulf Cup",0
"2023-01-09","Indonesia","Vietnam",0,2,"AFF Championship",0
"2023-01-10","Kuwait","United Arab Emirates",1,0,"Gulf Cup",0.5
"2023-01-10","Bahrain","Qatar",2,1,"Gulf Cup",0.5
"2023-01-10","Malaysia","Thailand",0,3,"AFF Championship",0
"2023-01-12","Estonia","Finland",1,0,"Friendly",0.5
"2023-01-12","Iceland","Sweden",1,2,"Friendly",0.5
"2023-01-12","Yemen","Iraq",0,5,"Gulf Cup",0
"2023-01-12","Oman","Saudi Arabia",2,1,"Gulf Cup",0.5
"2023-01-13","Kuwait","Bahrain",1,1,"Gulf Cup",0.5
"2023-01-13","United Arab Emirates","Qatar",1,1,"Gulf Cup",0.5
"2023-01-13","Thailand","Vietnam",2,2,"AFF Championship",0
"2023-01-16","Qatar","Iraq",1,2,"Gulf Cup",0
"2023-01-16","Oman","Bahrain",1,0,"Gulf Cup",0.5
"2023-01-16","Vietnam","Thailand",0,1,"AFF Championship",0
"2023-01-19","Oman","Iraq",2,3,"Gulf Cup",0
"2023-01-25","Serbia","United States",2,1,"Friendly",0
"2023-01-28","Colombia","United States",0,0,"Friendly",0
"2023-02-22","Barbados","Grenada",1,1,"Friendly",0
"2023-02-26","Barbados","Grenada",2,2,"Friendly",0
"2023-03-03","Saint Lucia","Grenada",2,1,"Friendly",0
"2023-03-04","Sint Maarten","Saint Barthélemy",1,5,"Friendly",0
"2023-03-05","Saint Lucia","Grenada",0,2,"Friendly",0
"2023-03-10","Saint Barthélemy","Saint Martin",2,3,"Friendly",0
"2023-03-11","Trinidad and Tobago","Jamaica",1,0,"Friendly",0
"2023-03-12","Panama","Guatemala",1,1,"Friendly",0.5
"2023-03-14","Trinidad and Tobago","Jamaica",0,0,"Friendly",0
"2023-03-15","Malawi","Bangladesh",1,1,"Friendly",0.5
"2023-03-19","Rwanda","Ethiopia",0,1,"Friendly",0
"2023-03-20","Vanuatu","Fiji",2,1,"Friendly",0
"2023-03-21","Pakistan","Maldives",0,1,"Friendly",0
"2023-03-21","New Caledonia","Tahiti",2,0,"Friendly",0
"2023-03-22","El Salvador","Honduras",0,1,"Friendly",0.5
"2023-03-22","Myanmar","India",0,1,"Tri Nation Tournament",0
"2023-03-22","Laos","Nepal",0,2,"Tri Nation Tournament",0
"2023-03-22","Latvia","Republic of Ireland",2,3,"Friendly",0
"2023-03-22","São Tomé and Príncipe","Sierra Leone",2,2,"African Cup of Nations qualification",0.5
"2023-03-22","Rwanda","Benin",1,1,"African Cup of Nations qualification",0
"2023-03-23","Panama","Argentina",0,2,"Friendly",0
"2023-03-23","Singapore","Hong Kong",1,1,"Friendly",0
"2023-03-23","Estonia","Hungary",0,1,"Friendly",0
"2023-03-23","Russia","Iran",1,1,"Friendly",0
"2023-03-23","Turkmenistan","Malaysia",0,1,"Friendly",0
"2023-03-23","China PR","New Zealand",0,0,"Friendly",0
"2023-03-23","Vanuatu","Solomon Islands",0,2,"Friendly",0.5
"2023-03-23","Central African Republic","Madagascar",3,0,"African Cup of Nations qualification",0
"2023-03-23","Angola","Ghana",0,1,"African Cup of Nations qualification",0
"2023-03-23","Niger","Algeria",1,2,"African Cup of Nations qualification",0
"2023-03-23","South Sudan","Congo",2,1,"African Cup of Nations qualification",0
"2023-03-23","Lesotho","Zambia",1,3,"African Cup of Nations qualification",0
"2023-03-23","Sudan","Gabon",0,1,"African Cup of Nations qualification",0
"2023-03-23","England","Italy",2,1,"UEFA Euro qualification",0
"2023-03-23","Malta","North Macedonia",1,2,"UEFA Euro qualification",0
"2023-03-23","Finland","Denmark",1,3,"UEFA Euro qualification",0
"2023-03-23","Northern Ireland","San Marino",2,0,"UEFA Euro qualification",0
"2023-03-23","Slovenia","Kazakhstan",2,1,"UEFA Euro qualification",0
"2023-03-23","Liechtenstein","Portugal",0,4,"UEFA Euro qualification",0
"2023-03-23","Iceland","Bosnia and Herzegovina",0,3,"UEFA Euro qualification",0
"2023-03-23","Luxembourg","Slovakia",0,0,"UEFA Euro qualification",0
"2023-03-23","Mexico","Suriname",2,0,"CONCACAF Nations League",0
"2023-03-23","Cuba","Barbados",1,0,"CONCACAF Nations League",0
"2023-03-23","Antigua and Barbuda","Guadeloupe",1,0,"CONCACAF Nations League",0
"2023-03-23","Dominican Republic","French Guiana",1,1,"CONCACAF Nations League",0
"2023-03-23","Saint Kitts and Nevis","Saint Martin",3,1,"CONCACAF Nations League",0.5
"2023-03-23","Puerto Rico","British Virgin Islands",3,1,"CONCACAF Nations League",0
"2023-03-24","Ecuador","Australia",1,3,"Friendly",0
"2023-03-24","Uruguay","Japan",1,1,"Friendly",0
"2023-03-24","Colombia","South Korea",2,2,"Friendly",0
"2023-03-24","Philippines","Kuwait",0,2,"Friendly",0
"2023-03-24","Venezuela","Saudi Arabia",2,1,"Friendly",0
"2023-03-24","New Caledonia","Tahiti",1,2,"Friendly",0
"2023-03-24","Bolivia","Uzbekistan",0,1,"Friendly",0.5
"2023-03-24","Guinea-Bissau","Nigeria",1,0,"African Cup of Nations qualification",0
"2023-03-24","Eswatini","Cape Verde",0,0,"African Cup of Nations qualification",0
"2023-03-24","Togo","Burkina Faso",0,1,"African Cup of Nations qualification",0.5
"2023-03-24","Namibia","Cameroon",1,1,"African Cup of Nations qualification",0
"2023-03-24","Ethiopia","Guinea",0,2,"African Cup of Nations qualification",0.5
"2023-03-24","Malawi","Egypt",0,2,"African Cup of Nations qualification",0
"2023-03-24","Tanzania","Uganda",1,0,"African Cup of Nations qualification",0.5
"2023-03-24","Gambia","Mali",0,2,"African Cup of Nations qualification",0
"2023-03-24","Comoros","Ivory Coast",1,3,"African Cup of Nations qualification",0
"2023-03-24","Mauritania","DR Congo",1,3,"African Cup of Nations qualification",0.5
"2023-03-24","Botswana","Equatorial Guinea",0,2,"African Cup of Nations qualification",0
"2023-03-24","Libya","Tunisia",0,3,"African Cup of Nations qualification",0
"2023-03-24","Liberia","South Africa",2,2,"African Cup of Nations qualification",0
"2023-03-24","Mozambique","Senegal",1,5,"African Cup of Nations qualification",0
"2023-03-24","Greece","Gibraltar",3,0,"UEFA Euro qualification",0.5
"2023-03-24","Netherlands","France",0,4,"UEFA Euro qualification",0
"2023-03-24","Poland","Czech Republic",1,3,"UEFA Euro qualification",0
"2023-03-24","Faroe Islands","Moldova",1,1,"UEFA Euro qualification",0
"2023-03-24","Azerbaijan","Austria",1,4,"UEFA Euro qualification",0
"2023-03-24","Belgium","Sweden",3,0,"UEFA Euro qualification",0
"2023-03-24","Montenegro","Bulgaria",1,0,"UEFA Euro qualification",0
"2023-03-24","Lithuania","Serbia",0,2,"UEFA Euro qualification",0
"2023-03-24","United States","Grenada",7,1,"CONCACAF Nations League",0
"2023-03-24","Trinidad and Tobago","Bahamas",3,0,"CONCACAF Nations League",0
"2023-03-24","Saint Vincent and the Grenadines","Nicaragua",1,4,"CONCACAF Nations League",0
"2023-03-24","Guatemala","Belize",2,1,"CONCACAF Nations League",0
"2023-03-24","Saint Lucia","Anguilla",2,1,"CONCACAF Nations League",0
"2023-03-25","Palestine","Bahrain",2,1,"Friendly",0
"2023-03-25","Seychelles","Bangladesh",0,1,"Friendly",0
"2023-03-25","Laos","Bhutan",2,1,"Tri Nation Tournament",0.5
"2023-03-25","Mongolia","Georgia",1,6,"Friendly",0
"2023-03-25","Peru","Germany",0,2,"Friendly",0
"2023-03-25","Burundi","Indonesia",1,3,"Friendly",0
"2023-03-25","Brazil","Morocco",1,2,"Friendly",0
"2023-03-25","Kyrgyzstan","Myanmar",1,1,"Tri Nation Tournament",0.5
"2023-03-25","Syria","Thailand",3,1,"Friendly",0.5
"2023-03-25","Tajikistan","United Arab Emirates",0,0,"Friendly",0
"2023-03-25","Cyprus","Scotland",0,3,"UEFA Euro qualification",0
"2023-03-25","Norway","Spain",0,3,"UEFA Euro qualification",0
"2023-03-25","Wales","Croatia",1,1,"UEFA Euro qualification",0
"2023-03-25","Turkey","Armenia",2,1,"UEFA Euro qualification",0
"2023-03-25","Switzerland","Belarus",5,0,"UEFA Euro qualification",0.5
"2023-03-25","Kosovo","Israel",1,1,"UEFA Euro qualification",0
"2023-03-25","Romania","Andorra",2,0,"UEFA Euro qualification",0
"2023-03-25","Costa Rica","Martinique",2,1,"CONCACAF Nations League",0
"2023-03-25","Canada","Curaçao",2,0,"CONCACAF Nations League",0
"2023-03-25","Guyana","Bermuda",2,0,"CONCACAF Nations League",0
"2023-03-25","Haiti","Montserrat",4,0,"CONCACAF Nations League",0
"2023-03-25","Bonaire","Sint Maarten",1,6,"CONCACAF Nations League",0.5
"2023-03-25","United States Virgin Islands","Turks and Caicos Islands",0,1,"CONCACAF Nations League",0
"2023-03-26","Solomon Islands","Fiji",2,0,"Friendly",0
"2023-03-26","Singapore","Macau",1,0,"Friendly",0
"2023-03-26","China PR","New Zealand",1,2,"Friendly",0
"2023-03-26","Iraq","Russia",0,2,"Friendly",0
"2023-03-26","Sierra Leone","São Tomé and Príncipe",2,0,"African Cup of Nations qualification",0.5
"2023-03-26","Zambia","Lesotho",2,0,"African Cup of Nations qualification",0.5
"2023-03-26","Ukraine","England",0,2,"UEFA Euro qualification",0
"2023-03-26","Italy","Malta",2,0,"UEFA Euro qualification",0
"2023-03-26","San Marino","Slovenia",0,2,"UEFA Euro qualification",0
"2023-03-26","Denmark","Kazakhstan",2,3,"UEFA Euro qualification",0
"2023-03-26","Finland","Northern Ireland",1,0,"UEFA Euro qualification",0
"2023-03-26","Iceland","Liechtenstein",7,0,"UEFA Euro qualification",0
"2023-03-26","Portugal","Luxembourg",6,0,"UEFA Euro qualification",0
"2023-03-26","Bosnia and Herzegovina","Slovakia",0,2,"UEFA Euro qualification",0
"2023-03-26","Jamaica","Mexico",2,2,"CONCACAF Nations League",0
"2023-03-26","Barbados","Antigua and Barbuda",2,1,"CONCACAF Nations League",0
"2023-03-26","Guadeloupe","Cuba",0,1,"CONCACAF Nations League",0
"2023-03-26","Cayman Islands","Puerto Rico",1,5,"CONCACAF Nations League",0
"2023-03-27","Paraguay","Chile",2,3,"Friendly",0
"2023-03-27","Lithuania","Greece",0,0,"Friendly",0
"2023-03-27","Faroe Islands","North Macedonia",0,1,"Friendly",0
"2023-03-27","Lebanon","Oman",0,2,"Friendly",0
"2023-03-27","Nigeria","Guinea-Bissau",1,0,"African Cup of Nations qualification",0
"2023-03-27","Guinea","Ethiopia",3,2,"African Cup of Nations qualification",0.5
"2023-03-27","Madagascar","Central African Republic",0,2,"African Cup of Nations qualification",0.5
"2023-03-27","Ghana","Angola",1,1,"African Cup of Nations qualification",0
"2023-03-27","Algeria","Niger",1,0,"African Cup of Nations qualification",0.5
"2023-03-27","Congo","South Sudan",1,0,"African Cup of Nations qualification",0.5
"2023-03-27","Gabon","Sudan",0,1,"African Cup of Nations qualification",0
"2023-03-27","France","Republic of Ireland",1,0,"UEFA Euro qualification",0
"2023-03-27","Gibraltar","Netherlands",0,3,"UEFA Euro qualification",0
"2023-03-27","Albania","Poland",0,1,"UEFA Euro qualification",0
"2023-03-27","Czech Republic","Moldova",0,0,"UEFA Euro qualification",0
"2023-03-27","Estonia","Austria",1,2,"UEFA Euro qualification",0
"2023-03-27","Azerbaijan","Sweden",0,5,"UEFA Euro qualification",0
"2023-03-27","Bulgaria","Hungary",0,3,"UEFA Euro qualification",0
"2023-03-27","Serbia","Montenegro",2,0,"UEFA Euro qualification",0
"2023-03-27","El Salvador","United States",0,1,"CONCACAF Nations League",0
"2023-03-27","Bahamas","Saint Vincent and the Grenadines",1,1,"CONCACAF Nations League",0
"2023-03-27","Nicaragua","Trinidad and Tobago",1,1,"CONCACAF Nations League",0
"2023-03-27","Belize","Dominican Republic",0,2,"CONCACAF Nations League",0
"2023-03-27","French Guiana","Guatemala",0,4,"CONCACAF Nations League",0
"2023-03-27","Aruba","Saint Kitts and Nevis",0,2,"CONCACAF Nations League",0
"2023-03-27","Dominica","Saint Lucia",1,3,"CONCACAF Nations League",0
"2023-03-28","Curaçao","Argentina",0,7,"Friendly",0
"2023-03-28","Cyprus","Armenia",2,2,"Friendly",0
"2023-03-28","Ecuador","Australia",2,1,"Friendly",0
"2023-03-28","Syria","Bahrain",0,1,"Friendly",0
"2023-03-28","Seychelles","Bangladesh",1,0,"Friendly",0
"2023-03-28","Belgium","Germany",3,2,"Friendly",0
"2023-03-28","Kyrgyzstan","India",0,2,"Tri Nation Tournament",0
"2023-03-28","Burundi","Indonesia",2,2,"Friendly",0
"2023-03-28","Kenya","Iran",1,2,"Friendly",0
"2023-03-28","Colombia","Japan",2,1,"Friendly",0
"2023-03-28","Philippines","Jordan",0,4,"Friendly",0.5
"2023-03-28","Uruguay","South Korea",2,1,"Friendly",0
"2023-03-28","Tajikistan","Kuwait",1,2,"Friendly",0
"2023-03-28","Hong Kong","Malaysia",0,2,"Friendly",0
"2023-03-28","Peru","Morocco",0,0,"Friendly",0.5
"2023-03-28","Bhutan","Nepal",1,1,"Tri Nation Tournament",0
"2023-03-28","Bolivia","Saudi Arabia",2,1,"Friendly",0
"2023-03-28","Thailand","United Arab Emirates",0,2,"Friendly",0
"2023-03-28","Venezuela","Uzbekistan",1,1,"Friendly",0.5
"2023-03-28","Cape Verde","Eswatini",1,0,"African Cup of Nations qualification",0.5
"2023-03-28","Burkina Faso","Togo",1,1,"African Cup of Nations qualification",0
"2023-03-28","Cameroon","Namibia",1,2,"African Cup of Nations qualification",0.5
"2023-03-28","Egypt","Malawi",4,0,"African Cup of Nations qualification",0
"2023-03-28","Uganda","Tanzania",1,0,"African Cup of Nations qualification",0
"2023-03-28","Mali","Gambia",0,1,"African Cup of Nations qualification",0.5
"2023-03-28","Ivory Coast","Comoros",2,0,"African Cup of Nations qualification",0
"2023-03-28","DR Congo","Mauritania",1,1,"African Cup of Nations qualification",0
"2023-03-28","Equatorial Guinea","Botswana",3,2,"African Cup of Nations qualification",0
"2023-03-28","Tunisia","Libya",1,0,"African Cup of Nations qualification",0
"2023-03-28","South Africa","Liberia",2,1,"African Cup of Nations qualification",0
"2023-03-28","Senegal","Mozambique",1,0,"African Cup of Nations qualification",0
"2023-03-28","Spain","Scotland",0,2,"UEFA Euro qualification",0
"2023-03-28","Norway","Georgia",1,1,"UEFA Euro qualification",0
"2023-03-28","Latvia","Wales",0,1,"UEFA Euro qualification",0
"2023-03-28","Croatia","Turkey",2,0,"UEFA Euro qualification",0
"2023-03-28","Andorra","Kosovo",1,1,"UEFA Euro qualification",0
"2023-03-28","Israel","Switzerland",0,3,"UEFA Euro qualification",0
"2023-03-28","Belarus","Romania",1,2,"UEFA Euro qualification",0
"2023-03-28","Panama","Costa Rica",1,0,"CONCACAF Nations League",0
"2023-03-28","Honduras","Canada",1,4,"CONCACAF Nations League",0
"2023-03-28","Bermuda","Haiti",1,3,"CONCACAF Nations League",0.5
"2023-03-28","Montserrat","Guyana",0,0,"CONCACAF Nations League",0.5
"2023-03-28","Turks and Caicos Islands","Bonaire",2,1,"CONCACAF Nations League",0
"2023-03-28","Sint Maarten","United States Virgin Islands",2,1,"CONCACAF Nations League",0
"2023-03-29","Benin","Rwanda",1,1,"African Cup of Nations qualification",0
"2023-03-31","Laos","Nepal",1,2,"Tri Nation Tournament",0
"2023-04-19","Mexico","United States",1,1,"Friendly",0
"2023-06-07","Guatemala","Mexico",0,2,"Friendly",0
"2023-06-09","Malta","Luxembourg",1,0,"Friendly",0
"2023-06-10","Cameroon","Mexico",2,2,"Friendly",0.5
"2023-06-10","Nicaragua","Panama",2,3,"Friendly",0
"2023-06-11","Cuba","Chile",0,3,"Friendly",0
"2023-06-11","Trinidad and Tobago","Guatemala",1,0,"Friendly",0.5
"2023-06-11","Turkmenistan","Tajikistan",1,1,"CAFA Nations Cup",0.5
"2023-06-11","Oman","Uzbekistan",0,3,"CAFA Nations Cup",0
"2023-06-11","Pakistan","Mauritius",0,3,"Mauritius Four Nations Cup",0
"2023-06-12","Ukraine","Germany",3,3,"Friendly",0
"2023-06-12","Cape Verde","Morocco",0,0,"Friendly",0
"2023-06-13","Afghanistan","Iran",1,6,"CAFA Nations Cup",0.5
"2023-06-13","Costa Rica","Curaçao",0,0,"Friendly",0.5
"2023-06-14","Uganda","DR Congo",0,1,"Friendly",0.5
"2023-06-14","Palestine","Indonesia",0,0,"Friendly",0
"2023-06-14","Solomon Islands","Malaysia",1,4,"Friendly",0
"2023-06-14","Malawi","Mozambique",1,1,"Friendly",0
"2023-06-14","Lesotho","Togo",0,2,"Friendly",0.5
"2023-06-14","Nicaragua","Uruguay",1,4,"Friendly",0
"2023-06-14","Croatia","Netherlands",4,2,"UEFA Nations League",0
"2023-06-14","Tajikistan","Oman",1,1,"CAFA Nations Cup",0.5
"2023-06-14","Turkmenistan","Uzbekistan",0,2,"CAFA Nations Cup",0
"2023-06-14","Kenya","Pakistan",1,0,"Mauritius Four Nations Cup",0.5
"2023-06-14","Djibouti","Mauritius",3,1,"Mauritius Four Nations Cup",0
"2023-06-14","São Tomé and Príncipe","Guinea-Bissau",0,1,"African Cup of Nations qualification",0
"2023-06-14","Egypt","Guinea",2,1,"African Cup of Nations qualification",0.5
"2023-06-14","Gambia","South Sudan",3,2,"African Cup of Nations qualification",0.5
"2023-06-15","Canada","Panama",2,0,"CONCACAF Nations League",0.5
"2023-06-15","Mexico","United States",0,3,"CONCACAF Nations League",0
"2023-06-15","Australia","Argentina",0,2,"Friendly",0.5
"2023-06-15","Bangladesh","Cambodia",1,0,"Friendly",0
"2023-06-15","Guatemala","Costa Rica",1,0,"Friendly",0.5
"2023-06-15","Venezuela","Honduras",1,0,"Friendly",0.5
"2023-06-15","Qatar","Jamaica",2,1,"Friendly",0.5
"2023-06-15","El Salvador","Japan",0,6,"Friendly",0
"2023-06-15","Nepal","Philippines",0,1,"Friendly",0
"2023-06-15","Hong Kong","Vietnam",0,1,"Friendly",0
"2023-06-15","Italy","Spain",1,2,"UEFA Nations League",0.5
"2023-06-16","Guadeloupe","Antigua and Barbuda",5,0,"Gold Cup qualification",0.5
"2023-06-16","Saint Lucia","Martinique",1,3,"Gold Cup qualification",0.5
"2023-06-16","Saint Kitts and Nevis","Curaçao",1,1,"Gold Cup qualification",0.5
"2023-06-16","Dominican Republic","Chile",0,5,"Friendly",0
"2023-06-16","Myanmar","China PR",0,4,"Friendly",0
"2023-06-16","Thailand","Taiwan",2,2,"Friendly",0
"2023-06-16","Iraq","Colombia",0,1,"Friendly",0.5
"2023-06-16","Peru","South Korea",1,0,"Friendly",0
"2023-06-16","Germany","Poland",0,1,"Friendly",0
"2023-06-16","Jordan","Serbia",2,3,"Friendly",0.5
"2023-06-16","Papua New Guinea","Singapore",2,2,"Friendly",0
"2023-06-16","New Zealand","Sweden",1,4,"Friendly",0
"2023-06-16","France","Gibraltar",3,0,"UEFA Euro qualification",0.5
"2023-06-16","Republic of Ireland","Greece",1,2,"UEFA Euro qualification",0
"2023-06-16","England","Malta",4,0,"UEFA Euro qualification",0
"2023-06-16","Ukraine","North Macedonia",3,2,"UEFA Euro qualification",0
"2023-06-16","Armenia","Wales",4,2,"UEFA Euro qualification",0
"2023-06-16","Turkey","Latvia",3,2,"UEFA Euro qualification",0
"2023-06-16","Slovenia","Finland",0,2,"UEFA Euro qualification",0
"2023-06-16","Northern Ireland","Denmark",0,1,"UEFA Euro qualification",0
"2023-06-16","Kazakhstan","San Marino",3,0,"UEFA Euro qualification",0.5
"2023-06-16","Switzerland","Andorra",2,1,"UEFA Euro qualification",0
"2023-06-16","Israel","Belarus",2,1,"UEFA Euro qualification",0.5
"2023-06-16","Romania","Kosovo",0,0,"UEFA Euro qualification",0
"2023-06-16","Iran","Kyrgyzstan",5,1,"CAFA Nations Cup",0
"2023-06-17","Grenada","Guyana",1,1,"Gold Cup qualification",0.5
"2023-06-17","Puerto Rico","Suriname",0,0,"Gold Cup qualification",0.5
"2023-06-17","Sint Maarten","French Guiana",1,4,"Gold Cup qualification",0.5
"2023-06-17","Guinea","Brazil",1,4,"Friendly",0.5
"2023-06-17","Bolivia","Ecuador",0,1,"Friendly",0.5
"2023-06-17","Scotland","Norway",2,1,"UEFA Euro qualification",0
"2023-06-17","Georgia","Cyprus",2,1,"UEFA Euro qualification",0
"2023-06-17","Czech Republic","Faroe Islands",3,0,"UEFA Euro qualification",0
"2023-06-17","Moldova","Albania",0,2,"UEFA Euro qualification",0
"2023-06-17","Estonia","Azerbaijan",1,1,"UEFA Euro qualification",0
"2023-06-17","Austria","Belgium",1,1,"UEFA Euro qualification",0
"2023-06-17","Bulgaria","Lithuania",1,1,"UEFA Euro qualification",0
"2023-06-17","Hungary","Montenegro",0,0,"UEFA Euro qualification",0
"2023-06-17","Liechtenstein","Luxembourg",0,2,"UEFA Euro qualification",0
"2023-06-17","Slovakia","Iceland",2,1,"UEFA Euro qualification",0
"2023-06-17","Bosnia and Herzegovina","Portugal",0,3,"UEFA Euro qualification",0
"2023-06-17","Raetia","Ticino",8,1,"CONIFA World Football Cup qualification",0
"2023-06-17","Oman","Turkmenistan",2,0,"CAFA Nations Cup",0.5
"2023-06-17","Tajikistan","Uzbekistan",1,5,"CAFA Nations Cup",0
"2023-06-17","Pakistan","Djibouti",1,3,"Mauritius Four Nations Cup",0.5
"2023-06-17","Angola","Central African Republic",2,1,"African Cup of Nations qualification",0.5
"2023-06-17","Ivory Coast","Zambia",0,3,"African Cup of Nations qualification",0
"2023-06-17","Comoros","Lesotho",1,0,"African Cup of Nations qualification",0.5
"2023-06-17","Tunisia","Equatorial Guinea",0,1,"African Cup of Nations qualification",0
"2023-06-17","Libya","Botswana",0,1,"African Cup of Nations qualification",0
"2023-06-17","Morocco","South Africa",1,2,"African Cup of Nations qualification",0
"2023-06-17","Senegal","Benin",1,1,"African Cup of Nations qualification",0
"2023-06-18","Mexico","Panama",1,0,"CONCACAF Nations League",0.5
"2023-06-18","Canada","United States",0,2,"CONCACAF Nations League",0
"2023-06-18","South Sudan","Egypt",0,3,"Friendly",0
"2023-06-18","Venezuela","Guatemala",1,0,"Friendly",0.5
"2023-06-18","Nicaragua","Paraguay",0,2,"Friendly",0
"2023-06-18","Solomon Islands","Singapore",1,1,"Friendly",0
"2023-06-18","Italy","Netherlands",3,2,"UEFA Nations League",0
"2023-06-18","Spain","Croatia",0,0,"UEFA Nations League",0.5
"2023-06-18","Kenya","Mauritius",0,1,"Mauritius Four Nations Cup",0
"2023-06-18","Nigeria","Sierra Leone",3,2,"African Cup of Nations qualification",0.5
"2023-06-18","Burkina Faso","Cape Verde",1,3,"African Cup of Nations qualification",0
"2023-06-18","Togo","Eswatini",2,0,"African Cup of Nations qualification",0.5
"2023-06-18","Ghana","Madagascar",0,0,"African Cup of Nations qualification",0
"2023-06-18","Niger","Tanzania",0,1,"African Cup of Nations qualification",0
